,cuis,drugbankID,drugname,indication
2293,C0443072,DB00898,ethanol,Antiseptic preparation
2294,C0024535,DB13132,artemisinin,Falciparum malaria
2295,C0406317,DB01260,desonide,Plaque psoriasis
2296,C0036508,DB01260,desonide,Seborrheic dermatitis
2297,C0010346,DB01260,desonide,Crohn's disease
2298,C0029878,DB01260,desonide,Otitis externa
2299,C0085074,DB01260,desonide,Granuloma annulare
2300,C0079773,DB01260,desonide,Primary cutaneous T-cell lymphoma
2301,C0011615,DB01260,desonide,Atopic dermatitis
2302,C0033777,DB01260,desonide,Pruritus of genital organs
2303,C2607914,DB01260,desonide,Allergic rhinitis
2304,C1960764,DB01260,desonide,Crohn's disease in remission
2305,C0015230,DB01260,desonide,Eruption of skin
2306,C1318955,DB01260,desonide,Asthma management
2307,C0033775,DB01260,desonide,Pruritus ani
2308,C0024138,DB01260,desonide,Discoid lupus erythematosus
2309,C0149922,DB01260,desonide,Lichen simplex chronicus
2310,C0406326,DB01260,desonide,Scalp psoriasis
2311,C0011616,DB01260,desonide,Contact dermatitis
2312,C0004096,DB01260,desonide,Asthma
2313,C0751964,DB11988,ocrelizumab,Primary progressive multiple sclerosis
2314,C0020473,DB00636,clofibrate,Hyperlipidemia
2315,C0020538,DB00401,nisoldipine,Hypertensive disorder
2316,C0020538,DB00195,betaxolol,Hypertensive disorder
2317,C0028840,DB00195,betaxolol,Ocular hypertension
2318,C0017612,DB00195,betaxolol,Open-angle glaucoma
2319,C1739363,DB01162,terazosin,Benign prostatic hyperplasia
2320,C0020538,DB01162,terazosin,Hypertensive disorder
2321,C0349636,DB05889,inotuzumab ozogamicin,Pre B-cell acute lymphoblastic leukemia
2322,C2887088,DB00493,cefotaxime,Sepsis due to Staphylococcus aureus
2323,C0029076,DB00493,cefotaxime,Neonatal conjunctivitis
2324,C0456107,DB00493,cefotaxime,Neonatal meningitis
2325,C0154639,DB00493,cefotaxime,Streptococcal meningitis
2326,C2242472,DB00493,cefotaxime,Infection of bone
2327,C1112209,DB00493,cefotaxime,Infectious disease of abdomen
2328,C0729524,DB00493,cefotaxime,Bacterial urinary infection
2329,C0276026,DB00493,cefotaxime,Haemophilus influenzae pneumonia
2330,C0155860,DB00493,cefotaxime,Pneumonia due to Pseudomonas
2331,C0577709,DB00493,cefotaxime,Proteus urinary tract infection
2332,C0520775,DB00493,cefotaxime,Klebsiella cystitis
2333,C0178299,DB00493,cefotaxime,Infection of skin AND/OR subcutaneous tissue
2334,C0155862,DB00493,cefotaxime,Pneumonia due to Streptococcus
2335,C0152973,DB00493,cefotaxime,Septicemia due to Serratia
2336,C0456103,DB00493,cefotaxime,Sepsis of the newborn
2337,C0085437,DB00493,cefotaxime,Bacterial meningitis
2338,C0085394,DB00493,cefotaxime,Bacterial infection due to Serratia
2339,C0276088,DB00493,cefotaxime,Septicemia due to Escherichia coli
2340,C1263758,DB00493,cefotaxime,Female genital tract infection
2341,C0031154,DB00493,cefotaxime,Peritonitis
2342,C0032308,DB00493,cefotaxime,Staphylococcal pneumonia
2343,C0684256,DB00493,cefotaxime,Bacterial septicemia
2344,C1260917,DB00493,cefotaxime,Proteus pneumonia
2345,C1719906,DB00493,cefotaxime,Meningitis due to Klebsiella mobilis
2346,C0343402,DB00493,cefotaxime,Bacterial infection due to Klebsiella pneumoniae
2347,C0577708,DB00493,cefotaxime,Escherichia coli urinary tract infection
2348,C1692886,DB00493,cefotaxime,Bacterial arthritis
2349,C0149725,DB00493,cefotaxime,Lower respiratory tract infection
2350,C0338395,DB00493,cefotaxime,Escherichia coli meningitis
2351,C0004626,DB00493,cefotaxime,Bacterial pneumonia
2352,C0339968,DB00493,cefotaxime,Neonatal pneumonia
2353,C0152964,DB00493,cefotaxime,Streptococcal septicemia
2354,C0025294,DB00493,cefotaxime,Meningococcal meningitis
2355,C0276089,DB00493,cefotaxime,Pneumonia due to Escherichia coli
2356,C0028754,DB01579,phendimetrazine,Obesity
2357,C0524910,DB11586,asunaprevir,Chronic hepatitis C
2358,C0014544,DB01121,phenacemide,Epilepsy
2359,C2711653,DB01121,phenacemide,Epilepsy characterized by intractable complex partial seizures
2360,C0035220,DB09114,colfosceril palmitate,Respiratory distress syndrome in the newborn
2361,C0042998,DB00259,sulfanilamide,Vulvovaginitis
2362,C0700345,DB00259,sulfanilamide,Candidal vulvovaginitis
2363,C0022951,DB04465,lactose,Lactose intolerance
2364,C0520909,DB00767,benzquinamide,Postoperative nausea and vomiting
2365,C0751434,DB00360,sapropterin,Classical phenylketonuria
2366,C0017152,DB13640,acetoxolone,Gastritis
2367,C0002395,DB13668,ipidacrine,Alzheimer's disease
2368,C1997351,DB01197,captopril,Left ventricular cardiac dysfunction
2369,C0264716,DB01197,captopril,Chronic heart failure
2370,C0020538,DB01197,captopril,Hypertensive disorder
2371,C0011881,DB01197,captopril,Diabetic renal disease
2372,C2363973,DB08931,riociguat,Chronic thromboembolic pulmonary hypertension
2373,C2973725,DB08931,riociguat,Pulmonary arterial hypertension
2374,C0751967,DB08908,dimethyl fumarate,Relapsing remitting multiple sclerosis
2375,C0406317,DB08908,dimethyl fumarate,Plaque psoriasis
2376,C0002438,DB12780,quinfamide,Amebic infection
2377,C1623040,DB03756,doconexent,Breastfeeding (mother)
2378,C0032961,DB03756,doconexent,"Pregnancy, function"
2379,C0155862,DB00954,dirithromycin,Pneumonia due to Streptococcus
2380,C1318973,DB00954,dirithromycin,Infection due to Staphylococcus aureus
2381,C0031350,DB00954,dirithromycin,Pharyngitis
2382,C0339932,DB00954,dirithromycin,Acute Moraxella catarrhalis bronchitis
2383,C0275804,DB00954,dirithromycin,Streptococcal tonsillitis
2384,C0006277,DB00954,dirithromycin,Bronchitis
2385,C0040425,DB00954,dirithromycin,Tonsillitis
2386,C0339933,DB00954,dirithromycin,Acute bacterial bronchitis
2387,C0554628,DB00954,dirithromycin,Streptococcus pyogenes infection
2388,C0032285,DB00954,dirithromycin,Pneumonia
2389,C0178299,DB00954,dirithromycin,Infection of skin AND/OR subcutaneous tissue
2390,C0032302,DB00954,dirithromycin,Pneumonia due to Mycoplasma pneumoniae
2391,C1704431,DB00258,calcium acetate,Disorder of electrolytes
2392,C0020598,DB00258,calcium acetate,Hypocalcemia
2393,C0151714,DB00258,calcium acetate,Hypermagnesemia
2394,C0018790,DB00258,calcium acetate,Cardiac arrest
2395,C0020461,DB00258,calcium acetate,Hyperkalemia
2396,C0151940,DB00258,calcium acetate,Hypocalcemic tetany
2397,C0917801,DB00122,choline,Insomnia
2398,C1269683,DB00715,paroxetine,Major depressive disorder
2399,C0028768,DB00715,paroxetine,Obsessive-compulsive disorder
2400,C0030319,DB00715,paroxetine,Panic disorder
2401,C0031572,DB00715,paroxetine,Social phobia
2402,C0038436,DB00715,paroxetine,Posttraumatic stress disorder
2403,C0520676,DB00715,paroxetine,Premenstrual dysphoric disorder
2404,C0270549,DB00715,paroxetine,Generalized anxiety disorder
2405,C0011581,DB00715,paroxetine,Depressive disorder
2406,C0600142,DB00715,paroxetine,Menopausal flushing
2407,C0038454,DB09030,vorapaxar,Cerebrovascular accident
2408,C1282500,DB00526,oxaliplatin,Metastasis from malignant tumor of colon
2409,C0028754,DB04871,lorcaserin,Obesity
2410,C0002915,DB06151,acetylcysteine,General anesthesia
2411,C0237963,DB06151,acetylcysteine,Poisoning by acetaminophen
2412,C0006267,DB06151,acetylcysteine,Bronchiectasis
2413,C0006277,DB06151,acetylcysteine,Bronchitis
2414,C0002726,DB06151,acetylcysteine,Amyloidosis
2415,C0392164,DB06151,acetylcysteine,Cystic fibrosis of the lung
2416,C0029458,DB06643,denosumab,Postmenopausal osteoporosis
2417,C0029456,DB06643,denosumab,Osteoporosis
2418,C0264115,DB06643,denosumab,Drug-induced osteoporosis
2419,C0007102,DB09010,carmofur,Malignant tumor of colon
2420,C0041327,DB01201,rifapentine,Pulmonary tuberculosis
2421,C0040252,DB06820,sulconazole,Tinea corporis
2422,C0040262,DB06820,sulconazole,Pityriasis versicolor
2423,C0040259,DB06820,sulconazole,Tinea pedis
2424,C1384589,DB06820,sulconazole,Tinea cruris
2425,C0520775,DB01328,cefonicid,Klebsiella cystitis
2426,C0042029,DB01328,cefonicid,Urinary tract infectious disease
2427,C0276088,DB01328,cefonicid,Septicemia due to Escherichia coli
2428,C1318973,DB01328,cefonicid,Infection due to Staphylococcus aureus
2429,C0155862,DB01328,cefonicid,Pneumonia due to Streptococcus
2430,C0343402,DB01328,cefonicid,Bacterial infection due to Klebsiella pneumoniae
2431,C0149725,DB01328,cefonicid,Lower respiratory tract infection
2432,C0577709,DB01328,cefonicid,Proteus urinary tract infection
2433,C0276026,DB01328,cefonicid,Haemophilus influenzae pneumonia
2434,C1997728,DB01328,cefonicid,Osteomyelitis due to Staphylococcus aureus
2435,C0276089,DB01328,cefonicid,Pneumonia due to Escherichia coli
2436,C0577708,DB01328,cefonicid,Escherichia coli urinary tract infection
2437,C0152964,DB01328,cefonicid,Streptococcal septicemia
2438,C0684256,DB01328,cefonicid,Bacterial septicemia
2439,C0554628,DB01328,cefonicid,Streptococcus pyogenes infection
2440,C0157749,DB01328,cefonicid,Infectious disorder of joint
2441,C2242472,DB01328,cefonicid,Infection of bone
2442,C0178299,DB01328,cefonicid,Infection of skin AND/OR subcutaneous tissue
2443,C0032285,DB01328,cefonicid,Pneumonia
2444,C0917801,DB13643,loprazolam,Insomnia
2445,C0154246,DB08909,glycerol phenylbutyrate,Disorder of the urea cycle metabolism
2446,C0007131,DB11737,icotinib,Non-small cell lung cancer
2447,C0038160,DB06149,teicoplanin,Staphylococcal infectious disease
2448,C0025637,DB09241,methylthioninium chloride,Methemoglobinemia
2449,C0154640,DB01147,cloxacillin,Staphylococcal meningitis
2450,C0032308,DB01147,cloxacillin,Staphylococcal pneumonia
2451,C0031350,DB01147,cloxacillin,Pharyngitis
2452,C0178299,DB01147,cloxacillin,Infection of skin AND/OR subcutaneous tissue
2453,C0152965,DB01147,cloxacillin,Staphylococcal septicemia
2454,C0149725,DB01147,cloxacillin,Lower respiratory tract infection
2455,C1318973,DB01147,cloxacillin,Infection due to Staphylococcus aureus
2456,C0275556,DB01147,cloxacillin,Acute bacterial sinusitis
2457,C0037199,DB01147,cloxacillin,Sinusitis
2458,C0013390,DB00784,mefenamic acid,Dysmenorrhea
2459,C0030193,DB00784,mefenamic acid,Pain
2460,C0588233,DB01053,benzylpenicillin,Septicemia due to enterococcus
2461,C0343532,DB01053,benzylpenicillin,Streptococcal toxic shock syndrome
2462,C0006057,DB01053,benzylpenicillin,Infection due to Clostridium botulinum
2463,C0153216,DB01053,benzylpenicillin,Gonococcal infection of joint
2464,C0039131,DB01053,benzylpenicillin,Congenital syphilis
2465,C0027927,DB01053,benzylpenicillin,Neurosyphilis
2466,C0456107,DB01053,benzylpenicillin,Neonatal meningitis
2467,C0149985,DB01053,benzylpenicillin,Secondary syphilis
2468,C0030636,DB01053,benzylpenicillin,Pasteurella infection
2469,C0043388,DB01053,benzylpenicillin,Yaws
2470,C1260911,DB01053,benzylpenicillin,Infection by Pasteurella multocida
2471,C0149704,DB01053,benzylpenicillin,Gingivostomatitis
2472,C0155862,DB01053,benzylpenicillin,Pneumonia due to Streptococcus
2473,C0001263,DB01053,benzylpenicillin,Abdominal actinomycosis
2474,C0153240,DB01053,benzylpenicillin,Latent yaws
2475,C0039614,DB01053,benzylpenicillin,Tetanus
2476,C0032290,DB01053,benzylpenicillin,Aspiration pneumonia
2477,C1276801,DB01053,benzylpenicillin,Erysipeloid
2478,C0271429,DB01053,benzylpenicillin,Acute otitis media
2479,C0003177,DB01053,benzylpenicillin,Cutaneous anthrax
2480,C0012546,DB01053,benzylpenicillin,Diphtheria
2481,C1260915,DB01053,benzylpenicillin,Late latent syphilis
2482,C0178299,DB01053,benzylpenicillin,Infection of skin AND/OR subcutaneous tissue
2483,C0025294,DB01053,benzylpenicillin,Meningococcal meningitis
2484,C0348868,DB01053,benzylpenicillin,Listerial endocarditis
2485,C0034686,DB01053,benzylpenicillin,Rat bite fever
2486,C0154639,DB01053,benzylpenicillin,Streptococcal meningitis
2487,C0039133,DB01053,benzylpenicillin,Latent syphilis
2488,C0275566,DB01053,benzylpenicillin,Pulmonary actinomycosis
2489,C0041912,DB01053,benzylpenicillin,Upper respiratory infection
2490,C0025295,DB01053,benzylpenicillin,Pneumococcal meningitis
2491,C0152946,DB01053,benzylpenicillin,Anthrax septicemia
2492,C0031946,DB01053,benzylpenicillin,Pinta
2493,C0038395,DB01053,benzylpenicillin,Streptococcal infectious disease
2494,C0155862,DB01053,benzylpenicillin,Pneumococcal pneumonia
2495,C0003175,DB01053,benzylpenicillin,Anthrax
2496,C0004945,DB01053,benzylpenicillin,Bejel
2497,C0264515,DB01053,benzylpenicillin,Gangrenous pneumonia
2498,C0001264,DB01053,benzylpenicillin,Cervicofacial actinomycosis
2499,C0029076,DB01053,benzylpenicillin,Gonococcal conjunctivitis neonatorum
2500,C0024110,DB01053,benzylpenicillin,Abscess of lung
2501,C0039128,DB01053,benzylpenicillin,Syphilis
2502,C0729586,DB01053,benzylpenicillin,Infective otitis media
2503,C0153188,DB01053,benzylpenicillin,Late syphilis
2504,C0275804,DB01053,benzylpenicillin,Streptococcal tonsillitis
2505,C0014733,DB01053,benzylpenicillin,Erysipelas
2506,C0554628,DB01053,benzylpenicillin,Streptococcus pyogenes infection
2507,C0017418,DB01053,benzylpenicillin,Primary genital syphilis
2508,C0456103,DB01053,benzylpenicillin,Sepsis of the newborn
2509,C0275842,DB01053,benzylpenicillin,Latent early syphilis
2510,C1318559,DB01053,benzylpenicillin,Fusospirochetal pharyngitis
2511,C0014121,DB01053,benzylpenicillin,Bacterial endocarditis
2512,C0343500,DB01053,benzylpenicillin,Gas gangrene caused by clostridium perfringens
2513,C0036285,DB01053,benzylpenicillin,Scarlet fever
2514,C0339968,DB01053,benzylpenicillin,Neonatal pneumonia
2515,C0025293,DB01053,benzylpenicillin,Listeria meningitis
2516,C0152945,DB01053,benzylpenicillin,Gastrointestinal anthrax
2517,C0343833,DB01053,benzylpenicillin,Tertiary lesion of yaws
2518,C0155866,DB01053,benzylpenicillin,Inhalational anthrax
2519,C0031350,DB01053,benzylpenicillin,Pharyngitis
2520,C1318973,DB01053,benzylpenicillin,Infection due to Staphylococcus aureus
2521,C0001261,DB01053,benzylpenicillin,Actinomycotic infection
2522,C0025306,DB01053,benzylpenicillin,Meningococcemia
2523,C0684256,DB01603,meticillin,Bacterial septicemia
2524,C0032308,DB01603,meticillin,Staphylococcal pneumonia
2525,C0178299,DB01603,meticillin,Infection of skin AND/OR subcutaneous tissue
2526,C0037199,DB01603,meticillin,Sinusitis
2527,C0392164,DB00131,adenosine phosphate,Cystic fibrosis of the lung
2528,C0393772,DB09071,tasimelteon,Non-24 hour sleep-wake cycle
2529,C0406317,DB05676,apremilast,Plaque psoriasis
2530,C0003872,DB05676,apremilast,Psoriasis with arthropathy
2531,C1321482,DB05676,apremilast,Beh??et's disease affecting oral mucosa
2532,C1263846,DB01255,lisdexamfetamine,Attention deficit hyperactivity disorder
2533,C0596170,DB01255,lisdexamfetamine,Binge eating disorder
2534,C0011860,DB09198,lobeglitazone,Diabetes mellitus type 2
2535,C0011581,DB09244,pirlindole,Depressive disorder
2536,C0581377,DB01427,amrinone,Decompensated cardiac failure
2537,C0948008,DB12749,butylphthalide,Ischemic stroke
2538,C2584877,DB09310,catridecacog,Hereditary factor XIII A subunit deficiency
2539,C0020538,DB06762,pinacidil,Hypertensive disorder
2540,C0003467,DB00842,oxazepam,Anxiety
2541,C0001957,DB00842,oxazepam,Alcohol withdrawal delirium
2542,C0426639,DB09020,bisacodyl,Incomplete passage of stool
2543,C0009806,DB09020,bisacodyl,Constipation
2544,C0006266,DB00332,ipratropium,Bronchospasm
2545,C1260880,DB00332,ipratropium,Nasal discharge
2546,C2607914,DB00332,ipratropium,Allergic rhinitis
2547,C0024117,DB00332,ipratropium,Chronic obstructive lung disease
2548,C0034067,DB00332,ipratropium,Pulmonary emphysema
2549,C0006277,DB00332,ipratropium,Bronchitis
2550,C0026838,DB11582,thiocolchicoside,Spasticity
2551,C0032768,DB00996,gabapentin,Postherpetic neuralgia
2552,C0035258,DB00996,gabapentin,Restless legs
2553,C0018621,DB01069,promethazine,Seasonal allergic rhinitis
2554,C0344106,DB01069,promethazine,Sedation
2555,C0027498,DB01069,promethazine,Nausea and vomiting
2556,C0002915,DB01069,promethazine,General anesthesia
2557,C0035460,DB01069,promethazine,Vasomotor rhinitis
2558,C0042109,DB01069,promethazine,Urticaria
2559,C0009766,DB01069,promethazine,Allergic conjunctivitis
2560,C0729586,DB01435,phenazone,Infective otitis media
2561,C0032797,DB01253,ergometrine,Postpartum hemorrhage
2562,C0020550,DB00763,thiamazole,Hyperthyroidism
2563,C0024286,DB00759,tetracycline,Lymphogranuloma venereum
2564,C0035021,DB00759,tetracycline,Relapsing fever
2565,C0275652,DB00759,tetracycline,Acute gonococcal urethritis
2566,C0018081,DB00759,tetracycline,Gonorrhea
2567,C0037199,DB00759,tetracycline,Sinusitis
2568,C0178299,DB00759,tetracycline,Infection of skin AND/OR subcutaneous tissue
2569,C0035597,DB00759,tetracycline,Rickettsialpox
2570,C0003175,DB00759,tetracycline,Anthrax
2571,C0001261,DB00759,tetracycline,Actinomycotic infection
2572,C0149966,DB00759,tetracycline,Gonorrhea of pharynx
2573,C0032285,DB00759,tetracycline,Pneumonia
2574,C0035793,DB00759,tetracycline,Rocky Mountain spotted fever
2575,C0009768,DB00759,tetracycline,Bacterial conjunctivitis
2576,C1997322,DB00759,tetracycline,Chlamydia trachomatis infection of genital structure
2577,C0009770,DB00759,tetracycline,Inclusion conjunctivitis
2578,C0029076,DB00759,tetracycline,Neonatal conjunctivitis
2579,C0854211,DB00759,tetracycline,Bacterial keratitis
2580,C0029291,DB00759,tetracycline,Ornithosis
2581,C0153193,DB00759,tetracycline,Acute gonococcal epididymo-orchitis
2582,C0006309,DB00759,tetracycline,Brucellosis
2583,C0040592,DB00759,tetracycline,Trachoma
2584,C0042029,DB00759,tetracycline,Urinary tract infectious disease
2585,C0039128,DB00759,tetracycline,Syphilis
2586,C0729586,DB00759,tetracycline,Infective otitis media
2587,C0031350,DB00759,tetracycline,Pharyngitis
2588,C0034362,DB00759,tetracycline,Q fever
2589,C0153196,DB00759,tetracycline,Acute gonococcal endometritis
2590,C0018190,DB00759,tetracycline,Granuloma inguinale
2591,C0275665,DB00759,tetracycline,Gonorrhea of rectum
2592,C0006277,DB00759,tetracycline,Bronchitis
2593,C0043388,DB00759,tetracycline,Yaws
2594,C0149704,DB00759,tetracycline,Gingivostomatitis
2595,C0001144,DB00759,tetracycline,Acne vulgaris
2596,C0153195,DB00759,tetracycline,Acute gonococcal cervicitis
2597,C0038358,DB00505,tridihexethyl,Gastric ulcer
2598,C0030920,DB00505,tridihexethyl,Peptic ulcer
2599,C0020538,DB00657,mecamylamine,Hypertensive disorder
2600,C2931187,DB00847,mercaptamine,Cystinosis
2601,C0261486,DB00974,edetic acid,Accidental poisoning by lead and its compounds and fumes
